SampleNumber,Site,Start Depth (m),End Depth (m),CollectDate,Test,Param,Result,Results_Units,RepLimit,Instrument,Results_Method,AnalysisEmployee,AnalysisTime,Comments
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Phytoplankton taxonomy,Total Biomass,,mg/m^3,1,Zeiss invertoscope inverted microscope,ELA-Phytoplankton taxonomy,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,SRSi,SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,TDN,TDN,350,µg/L,35,AutoAnalyzer 3,ELA-TDN/TDP,knandi,10/17/2024 12:00:00 AM,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,TDP,TDP,2.2,µg/L,0.4,AutoAnalyzer 3,ELA-TDN/TDP,knandi,10/17/2024 12:00:00 AM,
2024100804-03,114 LA CMP PE,,,10/8/2024,Zooplankton taxonomy,Total Biomass,,,,Zeiss invertoscope inverted microscope,ELA-Zootube,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Alk,Alk,42.1,µEq/L,,MANTECH MT-100,ELA-MT100,ctaylor,10/28/2024 12:00:00 AM,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Anions,Cl,,mg/L,,Shimadzu HIC-ESP,ELA-ClSO4,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Anions,SO4,,mg/L,,Shimadzu HIC-ESP,ELA-ClSO4,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Archive,Archive,,,,,ELA-Archive,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Cations,Zn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Chla,Chla,2.08,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,knandi,11/12/2024 12:00:00 AM,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,DIC,DIC,51,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,ctaylor,10/28/2024 12:00:00 AM,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Filtration,Volume filtered,,mL,,,ELA-Filtration,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,NH3,NH3-N,10,µg/L,6,AutoAnalyzer 3,ELA-NOxNH3,knandi,10/29/2024 12:00:00 AM,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,NO2,NO2-N,0,µg/L,0.4,AutoAnalyzer 3,ELA-NOxNH3,knandi,10/29/2024 12:00:00 AM,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,NO3,NO3-N,0,µg/L,0.8,AutoAnalyzer 3,ELA-NOxNH3,knandi,10/29/2024 12:00:00 AM,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Part C/N,Part N,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Part P,Part P,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,pH,pH,6.47,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,ctaylor,10/28/2024 12:00:00 AM,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,Phytoplankton taxonomy,Total Biomass,,mg/m^3,1,Zeiss invertoscope inverted microscope,ELA-Phytoplankton taxonomy,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,SRSi,SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,,,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,TDN,TDN,350,µg/L,19,AutoAnalyzer 3,ELA-TDN/TDP,knandi,11/4/2024 12:00:00 AM,
2024102802-01,114 LA CB Epi,0,4,10/28/2024,TDP,TDP,2.5,µg/L,0.4,AutoAnalyzer 3,ELA-TDN/TDP,knandi,11/4/2024 12:00:00 AM,
2024102802-03,114 LA CMP PE,,,10/28/2024,Zooplankton taxonomy,Total Biomass,,,,Zeiss invertoscope inverted microscope,ELA-Zootube,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Alk,Alk,48,µEq/L,,MANTECH MT-100,ELA-MT100,ctaylor,10/28/2024 12:00:00 AM,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Anions,Cl,,mg/L,,Shimadzu HIC-ESP,ELA-ClSO4,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Anions,SO4,,mg/L,,Shimadzu HIC-ESP,ELA-ClSO4,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Archive,Archive,,,,,ELA-Archive,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Cations,Zn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Chla,Chla,2.32,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,knandi,11/12/2024 12:00:00 AM,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,DIC,DIC,62,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,ctaylor,10/28/2024 12:00:00 AM,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Filtration,Volume filtered,,mL,,,ELA-Filtration,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,NH3,NH3-N,2,µg/L,6,AutoAnalyzer 3,ELA-NOxNH3,knandi,10/29/2024 12:00:00 AM,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,NO2,NO2-N,0,µg/L,0.4,AutoAnalyzer 3,ELA-NOxNH3,knandi,10/29/2024 12:00:00 AM,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,NO3,NO3-N,0,µg/L,0.8,AutoAnalyzer 3,ELA-NOxNH3,knandi,10/29/2024 12:00:00 AM,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Part C/N,Part N,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Part P,Part P,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,pH,pH,6.5,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,ctaylor,10/28/2024 12:00:00 AM,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,Phytoplankton taxonomy,Total Biomass,,mg/m^3,1,Zeiss invertoscope inverted microscope,ELA-Phytoplankton taxonomy,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,SRSi,SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,,,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,TDN,TDN,334,µg/L,19,AutoAnalyzer 3,ELA-TDN/TDP,knandi,11/4/2024 12:00:00 AM,
2024102802-04,114 LA CB Epi,0,4,10/28/2024,TDP,TDP,2,µg/L,0.4,AutoAnalyzer 3,ELA-TDN/TDP,knandi,11/4/2024 12:00:00 AM,
